Key,Type,English,French,Chinese,Spanish,Filipino,Vietnamese,Thai,Portuguese,Hindi,Swahili,Indonesian,Creole,Burmese
dis_demodectic_mange_prev,main,"Improve herd nutrition, isolate affected pigs, and apply acaricides.","Améliorer la nutrition, isoler les porcs atteints et appliquer des acaricides.",改善猪群营养，隔离病猪，并施用杀螨剂。,"Mejorar nutrición, aislar animales afectados y aplicar acaricidas.","Pagbutihin ang pagkain ng baboy, ihiwalay ang apektado, at maglagay ng acaricide.","Nâng cao dinh dưỡng đàn, cách ly heo bệnh và bôi thuốc ghẻ thích hợp.",ปรับปรุงโภชนาการ แยกสุกรป่วย และทายารักษาขี้เรื้อน,"Melhorar a nutrição, isolar animais afetados e aplicar acaricidas específicos.","सूअरों के पोषण में सुधार करें, प्रभावित सूअरों को अलग करें और एकारिसाइड्स लगाएं।","Boresha lishe ya mifugo, tenga nguruwe walioathirika, na weka viuatilifu.","Perbaiki nutrisi ternak, isolasi babi yang terkena dampak, dan gunakan akarisida.","Amelyore nitrisyon bann bèt yo, izole kochon ki afekte yo, epi aplike akarisid.",နွားအစာအာဟာရကို မြှင့်တင်ပါ၊ ထိခိုက်သည့်ဝက်များကို သီးခြားခွဲထုတ်ကာ ကာကာဆေးများ လိမ်းပါ။
sym_red_urine,main,Red/Dark Urine,Urine rouge/foncée,红色/深色尿液,Orina roja/oscura,Pula/Madilim na ihi,Nước tiểu đỏ/sẫm màu,ปัสสาวะสีแดง/เข้ม,Urina vermelha/escura,लाल/गहरा मूत्र,Mkojo Mwekundu/ Giza,Urine Merah/Gelap,Pipi wouj/nwa,ဆီးနီ/မည်း
dis_anaplasmosis,main,Anaplasmosis,Anaplasmose,无形体病,Anaplasmosis,Anaplasmosis,Bệnh Anaplasmosis,โรคอนาพลาสโมซิส,Anaplasmose,एनाप्लास्मोसिस,Anaplasmosis,Anaplasmosis,Anaplasmoz,Anaplasmosis
dis_hyostrongylosis_prev,main,"Rotate pastures, keep housing dry, and implement a deworming schedule.","Pratiquer la rotation des pâturages, garder les bâtiments secs et vermifuger régulièrement.",轮换牧场，保持舍内干燥，并实施驱虫计划。,"Rotar pasturas, mantener alojamiento seco y desparasitar regularmente.","Ibahagi ang pastulan, panatilihing tuyo ang kulungan, at magpurga nang regular.","Luân chuyển đồng cỏ, giữ chuồng trại khô ráo và tẩy giun định kỳ.",หมุนเวียนแปลงแทะเล็ม ดูแลโรงเรือนให้แห้ง และถ่ายพยาธิตามกำหนด,"Rotacionar piquetes, manter o ambiente seco e vermifugar regularmente.","चरागाहों को बदलें, सूअरघर को सूखा रखें और नियमित कृमिनाशक कार्यक्रम लागू करें।","Zungusha malisho, weka makazi kavu, na tekeleza ratiba ya dawa ya minyoo.","Rotasi padang rumput, jaga agar kandang tetap kering, dan terapkan jadwal pemberantasan cacing.","Wotasyon patiraj, kenbe kay sèk, epi aplike yon orè deworming.",ကျက်စားရာများကို လှည့်ပတ်ကာ ခြောက်သွေ့အောင်ထားကာ ပိုးသတ်သည့်အချိန်ဇယားကို အကောင်အထည်ဖော်ပါ။
dis_mma,main,Postpartum Dysgalactia (MMA),Dysgalactie post-partum (MMA),产后无乳综合征 (MMA),Disgalactia postparto (MMA),Postpartum Dysgalactia (MMA),"Hội chứng viêm vú, viêm tử cung, mất sữa (MMA)",กลุ่มอาการเต้านมอักเสบ มดลูกอักเสบ น้ำนมไม่ไหล (MMA),Síndrome de MMA (Metrite-Mastite-Agalaxia),प्रसवोत्तर एगैलेक्टिया (MMA),Dysgalactia baada ya kujifungua (MMA),Disgalaktia Pascapersalinan (MMA),Dysgalactia apre akouchman (MMA),မီးဖွားပြီးနောက် Dysgalactia (MMA)
dis_foot_rot,main,Foot Rot (Necrobacillosis),Piétin (Nécrobacillose),蹄腐病 (坏死性杆菌病),Pedero (Necrobilosis),Kuko Rot (Foot Rot),Bệnh thối móng (Necrobacillosis),โรคกีบเน่า (Necrobacillosis),Pododermatite (Necrobilose),खुर सड़न (फुट रॉट),Kuoza kwa miguu (Necrobacillosis),Busuk Kaki (Necrobacillosis),Pye pouri (nekrobasiloz),ခြေဖဝါးပုပ်ခြင်း (Necrobacillosis)
dis_biotin_deficiency_prev,main,"Supplement diet with biotin and avoid rough, wet concrete floors.",Supplémenter l'alimentation en biotine et éviter les sols en béton rugueux et humides.,在饲料中补充生物素，避免使用粗糙、潮湿的水泥地面。,Suplementar dieta con biotina y evitar pisos de concreto húmedos o rugosos.,Magdagdag ng biotin sa pagkain at iwasan ang magaspang at basang sementadong sahig.,"Bổ sung biotin vào khẩu phần ăn và tránh sàn bê tông thô ráp, ẩm ướt.",เสริมไบโอตินในอาหาร และหลีกเลี่ยงพื้นคอนกรีตที่หยาบและเปียกชื้น,Suplementar a dieta com biotina e evitar pisos de concreto úmidos ou ásperos.,"आहार में बायोटिन की मात्रा बढ़ाएं और खुरदरी, गीली कंक्रीट की फर्श से बचाएं।",Ongeza chakula kwa biotini na epuka sakafu mbaya na mvua ya zege.,Lengkapi diet dengan biotin dan hindari lantai beton yang kasar dan basah.,"Sipleman rejim alimantè ak biotin epi evite ki graj, planche konkrè mouye.",Biotin ပါ၀င်သော အစားအစာကို ဖြည့်စွက်ပြီး ကြမ်းတမ်းစိုစွတ်သော ကွန်ကရစ်ကြမ်းပြင်များကို ရှောင်ကြဉ်ပါ။
dis_thorny_headed_worm,main,Thorny-headed Worm,Ver à tête épineuse,棘头虫,Gusano de cabeza espinosa,Thorny-headed Worm,Bệnh sán đầu gai,โรคพยาธิหัวหนาม,Gusano de cabeça espinhosa,थॉर्नी-हेडेड वर्म,Mnyoo mwenye kichwa chenye miiba,Cacing berkepala berduri,Vè pikan-tèt,ဆူးခေါင်းသန်ကောင်
dis_ear_biting_desc,main,"Abnormal behavior where pigs bite ears of pen-mates, causing necrosis.","Comportement anormal où les porcs mordent les oreilles de leurs congénères, causant une nécrose.",猪咬掉同圈猪只耳朵的异常行为，可引起坏死。,"Conducta anormal donde los cerdos muerden las orejas de sus compañeros, causando necrosis.","Masamang ugali kung saan kinakagat ng baboy ang tainga ng kasama, sanhi ng pagkabulok nito.","Hành vi bất thường do heo cắn tai lẫn nhau do chật chội, ngột ngạt hoặc thiếu muối.",พฤติกรรมผิดปกติโดยสุกรจะกัดใบหูของเพื่อนร่วมคอก ทำให้เกิดใบหูเน่าขาด,"Hábito anormal em que suínos mordem orelhas de companheiros de baia, causando necrose.","असामान्य व्यवहार जहां सूअर बाड़े के साथियों के कान काटते हैं, जिससे घाव सड़ जाता है।","Tabia isiyo ya kawaida ambapo nguruwe huuma masikio ya wenzao, na kusababisha necrosis.",Perilaku tidak normal dimana babi menggigit telinga teman kandangnya sehingga menyebabkan nekrosis.,"Konpòtman nòmal kote kochon mòde zòrèy konpayon plim yo, sa ki lakòz nekwoz.",ကလောင်ဖော်များ၏ နားရွက်ကိုက်သည့် ဝက်များသည် ဝက်သားကိုက်သည့် ပုံမှန်မဟုတ်သော အပြုအမူ၊
dis_endocarditis_desc,main,Heart valve infection causing heart failure and sudden death during stress.,Infection des valves cardiaques causant une insuffisance cardiaque et une mort subite lors d'un stress.,心瓣膜感染，导致心力衰竭并在应激期间突然死亡。,Infección en válvulas del corazón que causa paro cardíaco ante situaciones de estrés.,Impeksyon sa balbula ng puso na sanhi ng pagpalya ng puso kapag na-stress.,Viêm màng trong tim và van tim làm heo khó thở và đột tử khi bị kích động.,การติดเชื้อที่ลิ้นหัวใจ ทำให้หัวใจล้มเหลวและตายกะทันหันขณะตื่นเต้นหรือเครียด,Infeção nas válvulas do coração provocando falência cardíaca e morte súbita em situações estressantes.,हृदय के वाल्वों का संक्रमण जिससे तनाव के दौरान दिल का दौरा पड़ता है और अचानक मृत्यु हो जाती है।,Maambukizi ya valves ya moyo na kusababisha kushindwa kwa moyo na kifo cha ghafla wakati wa dhiki.,Infeksi katup jantung menyebabkan gagal jantung dan kematian mendadak saat stres.,Enfeksyon valv kè ki lakòz ensifizans kadyak ak lanmò toudenkou pandan estrès.,နှလုံးအဆို့ရှင် ပိုးဝင်ခြင်းကြောင့် နှလုံးခုန်ရပ်ပြီး စိတ်ဖိစီးနေချိန်တွင် ရုတ်တရက် သေဆုံးစေပါသည်။
dis_prdc_desc,main,Mixed viral and bacterial respiratory infection causing coughing and poor growth.,Infection respiratoire mixte virale et bactérienne provoquant toux et retard de croissance.,混合病毒和细菌性呼吸道感染，导致咳嗽和生长缓慢。,Infección respiratoria mixta viral y bacteriana que causa tos y retraso en crecimiento.,Magkasamang impeksyon ng virus at bakterya na sanhi ng pag-ubo at mabagal na paglaki.,Nhiễm trùng hô hấp hỗn hợp do nhiều virus và vi khuẩn gây ho và còi cọc.,การติดเชื้อในระบบทางเดินหายใจร่วมกันระหว่างไวรัสและแบคทีเรีย ทำให้ไอและโตช้า,Infecção pulmonar mista por vírus e bactérias que causa tosse e atraso no crescimento.,मिश्रित वायरल and बैक्टीरियल श्वसन संक्रमण जिससे खांसी और धीमी वृद्धि होती है।,Maambukizi mchanganyiko ya virusi na bakteria na kusababisha kukohoa na ukuaji duni.,Infeksi pernafasan campuran virus dan bakteri menyebabkan batuk dan pertumbuhan terhambat.,Melanje enfeksyon viral ak bakteri respiratwa ki lakòz tous ak move kwasans.,ဗိုင်းရပ်စ်နှင့် ဘက်တီးရီးယား ရောနှောထားသော အသက်ရှုလမ်းကြောင်းဆိုင်ရာ ကူးစက်ရောဂါသည် ချောင်းဆိုးခြင်းနှင့် ကြီးထွားမှု အားနည်းခြင်းတို့ ဖြစ်စေသည်။
dis_cassava_poisoning_desc,main,Cyanide poisoning from raw or improperly processed cassava roots or peels.,Intoxication au cyanure par des racines ou épluchures de manioc crues ou mal préparées.,采食生木薯或加工不当的木薯根或皮引起的氰化物中毒。,Envenenamiento por cianuro debido a raíces o cáscaras de yuca crudas o mal procesadas.,Lason mula sa cyanide dahil sa hilaw o hindi maayos na pagproseso ng kamoteng kahoy.,Ngộ độc xyanua do cho ăn củ hoặc vỏ sắn sống hoặc chế biến không đúng cách.,พิษจากไซยาไนด์ในหัวมันสำปะหลังดิบหรือเปลือกที่แปรรูปไม่เหมาะสม,Envenenamento por cianeto devido a raízes ou cascas de mandioca cruas ou mal processadas.,कच्ची या ठीक से संसाधित न की गई कसावा जड़ों या छिलकों से सायनाइड विषाक्तता।,Sumu ya cyanide kutoka kwa mizizi ya mihogo mibichi au iliyosindikwa vibaya au maganda.,Keracunan sianida dari akar atau kulit singkong mentah atau yang tidak diproses dengan benar.,Anpwazonnman ak siyanid ki soti nan rasin oswa po kasav kri oswa mal trete.,အစိမ်း သို့မဟုတ် မဖွယ်မရာပြုလုပ်ထားသော ပီလောစေ့ သို့မဟုတ် အခွံများမှ ဆိုင်ယာနိုက်အဆိပ်သင့်ခြင်း။
dis_sow_hysteria_prev,main,"Provide a quiet farrowing environment, supervise gilts, and use sedatives if needed.","Fournir un environnement calme, surveiller les cochettes et utiliser des sédatifs si besoin.",提供安静的分娩环境，监督初产母猪，必要时使用镇静剂。,"Proporcionar ambiente tranquilo para el parto, vigilar primerizas y usar sedantes si es necesario.","Siguraduhing tahimik ang kulungan, bantayan ang mga bagong inahin, at gumamit ng pampakalma kung kailangan.","Tạo môi trường yên tĩnh khi nái đẻ, giám sát nái tơ đẻ lần đầu và dùng thuốc an thần nếu cần.",จัดสภาพแวดล้อมคอกคลอดให้เงียบสงบ เฝ้าดูแลขณะคลอด และใช้ยาซึมหากจำเป็น,"Proporcionar ambiente de parto tranquilo, supervisionar marrãs e usar calmantes se necessário.","शांत प्रसव वातावरण प्रदान करें, नई मादा सूअरों की निगरानी करें और जरूरत पड़ने पर शांत करने वाली दवाएं दें।","Weka mazingira tulivu ya kuzalishia, simamia gilts, na tumia sedative ikihitajika.","Sediakan lingkungan bersalin yang tenang, awasi anakan, dan gunakan obat penenang jika diperlukan.","Bay yon anviwònman trankil pou fè pitit, sipèvize gilts, epi sèvi ak sedatif si sa nesesè.",ဆိတ်ငြိမ်သောပတ်ဝန်းကျင်ကို ဖန်တီးပါ၊ ကလေးများကို ကြီးကြပ်ပါ၊ လိုအပ်ပါက စိတ်ငြိမ်ဆေးသုံးပါ။
